OrderNo,OrderedQuantity,Price,OrderLineNumber,TotalSales,OrderDate,OrderStatus,Month,Quarter,Year,ProductLine,MSRP,ProductCode,CustomerName,CustomerPhone,CustomerAddress,City,State,PostalCode,Country,Geography,SalesContactFName,SalesContactLName,AvgDealSize
10212,29,100,10,4186.73,2004-01-16,Shipped,1,1,2004,ClassicCars,141,S181129,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10364,48,48.28,1,2317.44,2005-01-06,Shipped,1,1,2005,Motorcycles,40,S322206,MarseilleMiniAutos,91244555,12ruedesBouchers,Marseille,"",13008,France,EMEA,Laurence,Lebihan,Small
10375,45,76,7,3420,2005-02-03,Shipped,2,1,2005,ClassicCars,194,S121099,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Medium
10127,46,69.12,4,3179.52,2003-06-03,Shipped,6,2,2003,Trains,58,S501514,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Medium
10108,45,100,4,6130.35,2003-03-03,Shipped,3,1,2003,ClassicCars,117,S123380,CruzSonsCo,6325553587,15McCallumStreetNatWestCenter1303,MakatiCity,"",1227MM,Philippines,Japan,Arnold,Cruz,Medium
10188,40,91.4,6,3656,2003-11-18,Shipped,11,4,2003,Motorcycles,76,S242000,HerkkuGifts,4722673215,Drammen121PR744Sentrum,Bergen,"",N5804,Norway,EMEA,Veysel,Oeztan,Medium
10284,45,100,11,5747.85,2004-08-21,Shipped,8,3,2004,Planes,157,S181662,NorwayGiftsByMailCo,4722121555,Drammensveien126APB744Sentrum,Oslo,"",N0106,Norway,EMEA,Jan,Klaeboe,Medium
10425,19,49.22,10,935.18,2005-05-31,InProcess,5,2,2005,TrucksandBuses,60,S182432,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Small
10255,24,100,1,3726,2004-06-04,Shipped,6,2,2004,VintageCars,168,S182795,MiniCaravy,88601555,24placeKluber,Strasbourg,"",67000,France,EMEA,Frederique,Citeaux,Medium
10169,35,100,13,4639.25,2003-11-04,Shipped,11,4,2003,Motorcycles,150,S122823,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Medium
10205,40,100,3,7492.4,2003-12-03,Shipped,12,4,2003,VintageCars,168,S182795,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Large
10126,50,100,5,7083,2003-05-28,Shipped,5,2,2003,TrucksandBuses,121,S184600,CorridaAutoReplicasLtd,915552282,CAraquil67,Madrid,"",28023,Spain,EMEA,Mart¡n,Sommer,Large
10407,76,100,2,14082.8,2005-04-22,OnHold,4,2,2005,VintageCars,170,S181749,TheSharpGiftsWarehouse,4085553659,3086IngleLn,SanJose,CA,94217,USA,NA,Sue,Frick,Large
10325,47,64.93,6,3051.71,2004-11-05,Shipped,11,4,2004,ClassicCars,136,S104757,BaaneMiniImports,07989555,ErlingSkakkesgate78,Stavern,"",4110,Norway,EMEA,Jonas,Bergulfsen,Medium
10326,32,100,6,3807.68,2004-11-09,Shipped,11,4,2004,Trains,100,S183259,VolvoModelReplicasCo,0921123555,Berguvsv„gen8,Lule,"",S-95822,Sweden,EMEA,Christina,Berglund,Medium
10331,46,100,6,6434.02,2004-11-17,Shipped,11,4,2004,ClassicCars,141,S181129,MotorMintDistributorsInc,2155559857,11328DouglasAv,Philadelphia,PA,71270,USA,NA,Rosa,Hernandez,Medium
10363,24,100,11,4142.64,2005-01-06,Shipped,1,1,2005,ClassicCars,146,S183482,SuominenSouveniers,35898045555,SoftwareEngineeringCenterSECOy,Espoo,"",FIN-02271,Finland,EMEA,Kalle,Suominen,Medium
10386,35,63.76,9,2231.6,2005-03-01,Resolved,3,1,2005,VintageCars,65,S243420,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10119,38,65.77,12,2499.26,2003-04-28,Shipped,4,2,2003,Ships,72,S7002610,SalzburgCollectables,65629555,Geislweg14,Salzburg,"",5020,Austria,EMEA,Georg,Pipps,Small
10247,27,100,1,4157.73,2004-05-05,Shipped,5,2,2004,ClassicCars,173,S123891,SuominenSouveniers,35898045555,SoftwareEngineeringCenterSECOy,Espoo,"",FIN-02271,Finland,EMEA,Kalle,Suominen,Medium
10207,42,29.7,8,1247.4,2003-12-09,Shipped,12,4,2003,ClassicCars,35,S242840,DiecastCollectables,6175552555,6251IngleLn,Boston,MA,51003,USA,NA,Valarie,Franco,Small
10278,29,90.86,10,2634.94,2004-08-06,Shipped,8,3,2004,ClassicCars,77,S181889,SignalGiftStores,7025551838,8489StrongSt,LasVegas,NV,83030,USA,NA,Sue,King,Small
10322,35,61.21,11,2142.35,2004-11-04,Shipped,11,4,2004,TrucksandBuses,60,S182432,OnlineDiecastCreationsCo,6035558647,2304LongAirportAvenue,Nashua,NH,62005,USA,NA,Valarie,Young,Small
10287,23,100,9,2675.13,2004-08-30,Shipped,8,3,2004,ClassicCars,115,S124675,VidaSportLtd,0897034555,Grenzacherweg237,Gensve,"",1203,Switzerland,EMEA,Michael,Holz,Small
10282,43,100,1,6695.53,2004-08-20,Shipped,8,3,2004,VintageCars,136,S183140,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10192,47,100,10,7421.3,2003-11-20,Shipped,11,4,2003,ClassicCars,142,S181984,OnlineDiecastCreationsCo,6035558647,2304LongAirportAvenue,Nashua,NH,62005,USA,NA,Valarie,Young,Large
10215,46,45.28,1,2082.88,2004-01-29,Shipped,1,1,2004,VintageCars,50,S184668,WestCoastCollectablesCo,3105553722,3675FurthCircle,Burbank,CA,94019,USA,NA,Steve,Thompson,Small
10134,31,100,4,7023.98,2003-07-01,Shipped,7,3,2003,Motorcycles,193,S104698,LyonSouveniers,33146627555,27rueduColonelPierreAvia,Paris,"",75508,France,EMEA,Daniel,DaCunha,Large
10245,21,100,3,2390.22,2004-05-04,Shipped,5,2,2004,TrucksandBuses,121,S184600,SuperScaleInc,2035559545,567NorthPendaleStreet,NewHaven,CT,97823,USA,NA,Leslie,Murphy,Small
10165,25,69.36,9,1734,2003-10-22,Shipped,10,4,2003,ClassicCars,57,S241444,DragonSouveniersLtd,652217555,BronzSokBronzApt36Tesvikiye,Singapore,"",79903,Singapore,Japan,Eric,Natividad,Small
10150,30,49.97,11,1499.1,2003-09-19,Shipped,9,3,2003,VintageCars,62,S182957,DragonSouveniersLtd,652217555,BronzSokBronzApt36Tesvikiye,Singapore,"",79903,Singapore,Japan,Eric,Natividad,Small
10229,23,54.11,3,1244.53,2004-03-11,Shipped,3,1,2004,TrucksandBuses,54,S322509,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Small
10212,27,79.62,2,2149.74,2004-01-16,Shipped,1,1,2004,ClassicCars,85,S243191,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10356,29,100,3,3630.22,2004-12-09,Shipped,12,4,2004,VintageCars,127,S182325,LyonSouveniers,33146627555,27rueduColonelPierreAvia,Paris,"",75508,France,EMEA,Daniel,DaCunha,Medium
10105,41,100,15,8690.36,2003-02-11,Shipped,2,1,2003,ClassicCars,207,S121108,DanishWholesaleImports,31123555,Vinbltet34,Kobenhavn,"",1734,Denmark,EMEA,Jytte,Petersen,Large
10329,33,100,14,3607.56,2004-11-15,Shipped,11,4,2004,ClassicCars,79,S123990,LandofToysInc,2125557818,897LongAirportAvenue,NYC,NY,10022,USA,NA,Kwai,Yu,Medium
10276,33,50.36,9,1661.88,2004-08-02,Shipped,8,3,2004,Motorcycles,62,S183782,OnlineMiniCollectables,6175557555,7635SpinnakerDr,Brickhaven,MA,58339,USA,NA,Miguel,Barajas,Small
10148,25,60.26,6,1506.5,2003-09-11,Shipped,9,3,2003,ClassicCars,73,S241046,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Small
10291,41,100,10,4687.94,2004-09-08,Shipped,9,3,2004,TrucksandBuses,116,S181097,ScandinavianGiftIdeas,0695346555,kergatan24,Boras,"",S-84467,Sweden,EMEA,Maria,Larsson,Medium
10212,49,100,13,6949.67,2004-01-16,Shipped,1,1,2004,ClassicCars,140,S243856,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10126,26,62.7,7,1630.2,2003-05-28,Shipped,5,2,2003,TrucksandBuses,64,S323522,CorridaAutoReplicasLtd,915552282,CAraquil67,Madrid,"",28023,Spain,EMEA,Mart¡n,Sommer,Small
10276,27,36.61,10,988.47,2004-08-02,Shipped,8,3,2004,Motorcycles,40,S322206,OnlineMiniCollectables,6175557555,7635SpinnakerDr,Brickhaven,MA,58339,USA,NA,Miguel,Barajas,Small
10126,43,96.31,3,4141.33,2003-05-28,Shipped,5,2,2003,TrucksandBuses,96,S321268,CorridaAutoReplicasLtd,915552282,CAraquil67,Madrid,"",28023,Spain,EMEA,Mart¡n,Sommer,Medium
10333,39,100,1,4424.16,2004-11-18,Shipped,11,4,2004,VintageCars,97,S244258,MiniWheelsCo,6505555787,5557NorthPendaleStreet,SanFrancisco,CA,"",USA,NA,Julie,Murphy,Medium
10308,47,43.64,11,2051.08,2004-10-15,Shipped,10,4,2004,VintageCars,43,S501341,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Small
10125,32,100,1,3254.72,2003-05-21,Shipped,5,2,2003,VintageCars,102,S181342,AustralianCollectorsCo,0395204555,636StKildaRoad,Melbourne,Victoria,3004,Australia,APAC,Peter,Ferguson,Medium
10162,45,51.21,1,2304.45,2003-10-18,Shipped,10,4,2003,VintageCars,53,S181367,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Small
10143,27,60.97,8,1646.19,2003-08-10,Shipped,8,3,2003,Planes,68,S242841,MiniCreationsLtd,5085559555,4575HillsideDr,NewBedford,MA,50553,USA,NA,WingC,Tam,Small
10110,37,100,14,3724.42,2003-03-18,Shipped,3,1,2003,ClassicCars,107,S243432,AVStoresCo,1715551555,FauntleroyCircus,Manchester,"",EC25NT,UK,EMEA,Victoria,Ashworth,Medium
10197,27,92.16,10,2488.32,2003-11-26,Shipped,11,4,2003,Ships,100,S7003505,EnacoDistributors,932034555,RambladeCatalu¤a23,Barcelona,"",8022,Spain,EMEA,Eduardo,Saavedra,Small
10175,37,31.12,2,1151.44,2003-11-06,Shipped,11,4,2003,ClassicCars,35,S242840,StylishDeskDecorsCo,1715550297,35KingGeorge,London,"",WX36FW,UK,EMEA,Ann,Brown,Small
10383,44,36.07,8,1587.08,2005-02-22,Shipped,2,1,2005,Trains,62,S323207,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10316,27,100,9,3704.13,2004-11-01,Shipped,11,4,2004,Planes,157,S181662,giftsbymailcouk,1985558888,GardenHouseCrowtherWay,Cowes,IsleofWight,PO317PJ,UK,EMEA,Helen,Bennett,Medium
10336,33,100,11,4059.33,2004-11-20,Shipped,11,4,2004,ClassicCars,151,S123148,LaCorneDabondanceCo,142342555,265boulevardCharonne,Paris,"",75012,France,EMEA,Marie,Bertrand,Medium
10326,41,85.85,3,3519.85,2004-11-09,Shipped,11,4,2004,VintageCars,88,S243151,VolvoModelReplicasCo,0921123555,Berguvsv„gen8,Lule,"",S-95822,Sweden,EMEA,Christina,Berglund,Medium
10185,22,79.45,5,1747.9,2003-11-14,Shipped,11,4,2003,Ships,99,S7003962,MiniCreationsLtd,5085559555,4575HillsideDr,NewBedford,MA,50553,USA,NA,WingC,Tam,Small
10241,21,40.25,10,845.25,2004-04-13,Shipped,4,2,2004,ClassicCars,50,S241628,MiniCaravy,88601555,24placeKluber,Strasbourg,"",67000,France,EMEA,Frederique,Citeaux,Small
10358,25,100,13,2528.25,2004-12-10,Shipped,12,4,2004,ClassicCars,143,S184027,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10160,20,100,1,3996.4,2003-10-11,Shipped,10,4,2003,ClassicCars,169,S183232,MenRUSRetailersLtd,2155554369,6047DouglasAv,LosAngeles,CA,"",USA,NA,Michael,Chandler,Medium
10252,48,72.41,7,3475.68,2004-05-26,Shipped,5,2,2004,Motorcycles,81,S504713,AutoCanalPetit,147556555,25rueLauriston,Paris,"",75016,France,EMEA,Dominique,Perrier,Medium
10332,46,95.13,15,4375.98,2004-11-17,Shipped,11,4,2004,VintageCars,102,S181342,AVStoresCo,1715551555,FauntleroyCircus,Manchester,"",EC25NT,UK,EMEA,Victoria,Ashworth,Medium
10336,21,100,7,2230.41,2004-11-20,Shipped,11,4,2004,Trains,100,S183259,LaCorneDabondanceCo,142342555,265boulevardCharonne,Paris,"",75012,France,EMEA,Marie,Bertrand,Small
10332,26,85.52,10,2223.52,2004-11-17,Shipped,11,4,2004,VintageCars,44,S242022,AVStoresCo,1715551555,FauntleroyCircus,Manchester,"",EC25NT,UK,EMEA,Victoria,Ashworth,Small
10225,43,100,2,6407.86,2004-02-22,Shipped,2,1,2004,ClassicCars,169,S183232,VidaSportLtd,0897034555,Grenzacherweg237,Gensve,"",1203,Switzerland,EMEA,Michael,Holz,Medium
10322,36,100,2,5797.44,2004-11-04,Shipped,11,4,2004,VintageCars,168,S182795,OnlineDiecastCreationsCo,6035558647,2304LongAirportAvenue,Nashua,NH,62005,USA,NA,Valarie,Young,Medium
10322,22,100,10,2251.04,2004-11-04,Shipped,11,4,2004,TrucksandBuses,116,S181097,OnlineDiecastCreationsCo,6035558647,2304LongAirportAvenue,Nashua,NH,62005,USA,NA,Valarie,Young,Small
10169,34,50.21,1,1707.14,2003-11-04,Shipped,11,4,2003,ClassicCars,61,S243371,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Small
10191,40,100,1,5590,2003-11-20,Shipped,11,4,2003,ClassicCars,117,S123380,TomsSpezialittenLtd,02215554327,Mehrheimerstr369,Koln,"",50739,Germany,EMEA,Henriette,Pfalzheim,Medium
10194,26,100,4,4263.74,2003-11-25,Shipped,11,4,2003,ClassicCars,147,S104962,SaveleyHenriotCo,78325555,2rueduCommerce,Lyon,"",69004,France,EMEA,Mary,Saveley,Medium
10299,24,100,8,4157.04,2004-09-30,Shipped,9,3,2004,Motorcycles,150,S122823,ToysofFinlandCo,902248555,Keskuskatu45,Helsinki,"",21240,Finland,EMEA,Matti,Karttunen,Medium
10153,29,88.74,9,2573.46,2003-09-28,Shipped,9,3,2003,Trains,100,S183259,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10305,22,99.29,14,2184.38,2004-10-13,Shipped,10,4,2004,TrucksandBuses,121,S184600,MartasReplicasCo,6175558555,39323SpinnakerDr,Cambridge,MA,51247,USA,NA,Marta,Hernandez,Small
10199,48,83.12,2,3989.76,2003-12-01,Shipped,12,4,2003,Planes,91,S7001691,WestCoastCollectablesCo,3105553722,3675FurthCircle,Burbank,CA,94019,USA,NA,Steve,Thompson,Medium
10240,37,100,1,5959.22,2004-04-13,Shipped,4,2,2004,ClassicCars,141,S183685,OsakaSouveniersCo,810663425555,DojimaAvanza4F1620DojimaKitaku,Osaka,Osaka,530-0003,Japan,Japan,Mory,Kentary,Medium
10161,20,100,3,2144.6,2003-10-17,Shipped,10,4,2003,ClassicCars,90,S242766,HeintzeCollectables,86213555,Smagsloget45,Aaarhus,"",8200,Denmark,EMEA,Palle,Ibsen,Small
10143,36,100,2,3945.96,2003-08-10,Shipped,8,3,2003,Planes,91,S7001691,MiniCreationsLtd,5085559555,4575HillsideDr,NewBedford,MA,50553,USA,NA,WingC,Tam,Medium
10304,44,39.42,15,1734.48,2004-10-11,Shipped,10,4,2004,VintageCars,44,S242022,AutoAssocCie,30598555,67avenuedelEurope,Versailles,"",78000,France,EMEA,Daniel,Tonini,Small
10276,21,70.78,11,1486.38,2004-08-02,Shipped,8,3,2004,Motorcycles,81,S504713,OnlineMiniCollectables,6175557555,7635SpinnakerDr,Brickhaven,MA,58339,USA,NA,Miguel,Barajas,Small
10350,30,100,9,3021,2004-12-02,Shipped,12,4,2004,VintageCars,88,S243151,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10106,30,100,16,3177.3,2003-02-17,Shipped,2,1,2003,Ships,90,S7002047,RovelliGifts,035640555,ViaLudovicoilMoro22,Bergamo,"",24100,Italy,EMEA,Giovanni,Rovelli,Medium
10259,27,100,8,3657.69,2004-06-15,Shipped,6,2,2004,ClassicCars,169,S183232,HandjiGiftsCo,652241555,VillageClose106LindenRoadSandown,Singapore,"",69045,Singapore,APAC,Wendy,Victorino,Medium
10159,32,100,7,4618.88,2003-10-10,Shipped,10,4,2003,ClassicCars,148,S184721,CorporateGiftIdeasCo,6505551386,7734StrongSt,SanFrancisco,CA,"",USA,NA,Julie,Brown,Medium
10307,31,83.44,7,2586.64,2004-10-14,Shipped,10,4,2004,Ships,86,S183029,ClassicGiftIdeasInc,2155554695,782FirstStreet,Philadelphia,PA,71270,USA,NA,Francisca,Cervantes,Small
10193,44,100,11,4642.88,2003-11-21,Shipped,11,4,2003,VintageCars,127,S182325,AustralianCollectablesLtd,61938446555,7AllenStreet,GlenWaverly,Victoria,3150,Australia,APAC,Sean,Connery,Medium
10215,39,90.57,7,3532.23,2004-01-29,Shipped,1,1,2004,VintageCars,97,S244258,WestCoastCollectablesCo,3105553722,3675FurthCircle,Burbank,CA,94019,USA,NA,Steve,Thompson,Medium
10167,40,41.71,4,1668.4,2003-10-23,Cancelled,10,4,2003,Planes,49,S721253,ScandinavianGiftIdeas,0695346555,kergatan24,Boras,"",S-84467,Sweden,EMEA,Maria,Larsson,Small
10226,48,92.09,2,4420.32,2004-02-26,Shipped,2,1,2004,ClassicCars,107,S243432,CollectableMiniDesignsCo,7605558146,361FurthCircle,SanDiego,CA,91217,USA,NA,Valarie,Thompson,Medium
10127,39,38.19,12,1489.41,2003-06-03,Shipped,6,2,2003,ClassicCars,35,S242840,MuscleMachineInc,2125557413,4092FurthCircle,NYC,NY,10022,USA,NA,Jeff,Young,Small
10282,23,100,13,3238.63,2004-08-20,Shipped,8,3,2004,ClassicCars,163,S182238,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10395,45,100,3,8977.05,2005-03-17,Shipped,3,1,2005,Trains,58,S501514,LyonSouveniers,33146627555,27rueduColonelPierreAvia,Paris,"",75508,France,EMEA,Daniel,DaCunha,Large
10186,21,69.04,3,1449.84,2003-11-14,Shipped,11,4,2003,VintageCars,65,S243420,DoubleDeckerGiftStoresLtd,1715557555,120HanoverSq,London,"",WA11DP,UK,EMEA,Thomas,Hardy,Small
10183,49,64.64,4,3167.36,2003-11-13,Shipped,11,4,2003,TrucksandBuses,64,S323522,ClassicGiftIdeasInc,2155554695,782FirstStreet,Philadelphia,PA,71270,USA,NA,Francisca,Cervantes,Medium
10308,46,66.04,10,3037.84,2004-10-15,Shipped,10,4,2004,VintageCars,68,S324289,MiniClassics,9145554562,3758NorthPendaleStreet,WhitePlains,NY,24067,USA,NA,Steve,Frick,Medium
10361,23,95.2,12,2189.6,2004-12-17,Shipped,12,4,2004,Planes,49,S721253,SouveniersAndThingsCo,61294958555,MonitorMoneyBuilding815PacificHwy,Chatswood,NSW,2067,Australia,APAC,Adrian,Huxley,Small
10383,47,100,6,6869.05,2005-02-22,Shipped,2,1,2005,ClassicCars,169,S183232,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10119,25,76.67,14,1916.75,2003-04-28,Shipped,4,2,2003,Ships,66,S7001138,SalzburgCollectables,65629555,Geislweg14,Salzburg,"",5020,Austria,EMEA,Georg,Pipps,Small
10333,26,100,3,3003,2004-11-18,Shipped,11,4,2004,ClassicCars,214,S101949,MiniWheelsCo,6505555787,5557NorthPendaleStreet,SanFrancisco,CA,"",USA,NA,Julie,Murphy,Medium
10291,48,100,5,5288.64,2004-09-08,Shipped,9,3,2004,TrucksandBuses,121,S184600,ScandinavianGiftIdeas,0695346555,kergatan24,Boras,"",S-84467,Sweden,EMEA,Maria,Larsson,Medium
10369,44,100,8,9240.44,2005-01-20,Shipped,1,1,2005,VintageCars,102,S181342,CollectablesForLessInc,6175558555,7825DouglasAv,Brickhaven,MA,58339,USA,NA,Allen,Nelson,Large
10221,49,100,1,6804.63,2004-02-18,Shipped,2,1,2004,Ships,122,S242011,PetitAuto,02555467,RueJosephBens532,Bruxelles,"",B-1180,Belgium,EMEA,Catherine,Dewey,Medium
10235,34,77.73,6,2642.82,2004-04-02,Shipped,4,2,2004,VintageCars,68,S324289,RoyalCanadianCollectablesLtd,6045554555,23TsawassenBlvd,Tsawassen,BC,T2F8M4,Canada,NA,Elizabeth,Lincoln,Small
10248,35,90.37,8,3162.95,2004-05-07,Cancelled,5,2,2004,Ships,99,S7003962,LandofToysInc,2125557818,897LongAirportAvenue,NYC,NY,10022,USA,NA,Kwai,Yu,Medium
10412,21,52.6,2,1104.6,2005-05-03,Shipped,5,2,2005,ClassicCars,57,S241444,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Small
10339,27,76.31,6,2060.37,2004-11-23,Shipped,11,4,2004,Planes,49,S721253,TokyoCollectablesLtd,81335840555,228Roppongi,Minato-ku,Tokyo,106-0032,Japan,Japan,Akiko,Shimamura,Small
10175,42,85.98,11,3611.16,2003-11-06,Shipped,11,4,2003,ClassicCars,101,S7002824,StylishDeskDecorsCo,1715550297,35KingGeorge,London,"",WX36FW,UK,EMEA,Ann,Brown,Medium
10419,39,83.93,9,3273.27,2005-05-17,Shipped,5,2,2005,ClassicCars,77,S181889,SalzburgCollectables,65629555,Geislweg14,Salzburg,"",5020,Austria,EMEA,Georg,Pipps,Medium
10343,29,100,5,3713.16,2004-11-24,Shipped,11,4,2004,Motorcycles,40,S322206,ReimsCollectables,26471555,59ruedelAbbaye,Reims,"",51100,France,EMEA,Paul,Henriot,Medium
10275,31,72.55,17,2249.05,2004-07-23,Shipped,7,3,2004,Planes,74,S7004002,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Small
10189,28,100,1,4512.48,2003-11-18,Shipped,11,4,2003,Motorcycles,150,S122823,Toys4GrownUpscom,6265557265,78934HillsideDr,Pasadena,CA,90003,USA,NA,Julie,Young,Medium
10203,32,100,10,5127.04,2003-12-02,Shipped,12,4,2003,ClassicCars,146,S183482,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
10197,50,100,14,5090.5,2003-11-26,Shipped,11,4,2003,VintageCars,87,S184522,EnacoDistributors,932034555,RambladeCatalu¤a23,Barcelona,"",8022,Spain,EMEA,Eduardo,Saavedra,Medium
10232,48,96.16,1,4615.68,2004-03-20,Shipped,3,1,2004,Ships,100,S7003505,giftsbymailcouk,1985558888,GardenHouseCrowtherWay,Cowes,IsleofWight,PO317PJ,UK,EMEA,Helen,Bennett,Medium
10108,31,68.71,10,2130.01,2003-03-03,Shipped,3,1,2003,ClassicCars,80,S244620,CruzSonsCo,6325553587,15McCallumStreetNatWestCenter1303,MakatiCity,"",1227MM,Philippines,Japan,Arnold,Cruz,Small
10312,44,100,7,4884.88,2004-10-21,Shipped,10,4,2004,VintageCars,97,S244258,MiniGiftsDistributorsLtd,4155551450,5677StrongSt,SanRafael,CA,97562,USA,NA,Valarie,Nelson,Medium
10155,44,77.11,4,3392.84,2003-10-06,Shipped,10,4,2003,Planes,68,S243949,ToysofFinlandCo,902248555,Keskuskatu45,Helsinki,"",21240,Finland,EMEA,Matti,Karttunen,Medium
10161,25,100,2,2759.75,2003-10-17,Shipped,10,4,2003,ClassicCars,117,S242887,HeintzeCollectables,86213555,Smagsloget45,Aaarhus,"",8200,Denmark,EMEA,Palle,Ibsen,Small
10168,20,100,3,4183,2003-10-28,Shipped,10,4,2003,Motorcycles,193,S104698,TechnicsStoresInc,6505556809,9408FurthCircle,Burlingame,CA,94217,USA,NA,Juri,Hirano,Medium
10141,24,45.99,7,1103.76,2003-08-01,Shipped,8,3,2003,TrucksandBuses,54,S322509,SuominenSouveniers,35898045555,SoftwareEngineeringCenterSECOy,Espoo,"",FIN-02271,Finland,EMEA,Kalle,Suominen,Small
10185,49,80.67,11,3952.83,2003-11-14,Shipped,11,4,2003,Trains,100,S183259,MiniCreationsLtd,5085559555,4575HillsideDr,NewBedford,MA,50553,USA,NA,WingC,Tam,Medium
10164,45,100,3,5012.55,2003-10-21,Resolved,10,4,2003,TrucksandBuses,121,S184600,MiniAutoWerke,76753555,Kirchgasse6,Graz,"",8010,Austria,EMEA,Roland,Mendel,Medium
10139,46,100,1,5545.76,2003-07-16,Shipped,7,3,2003,VintageCars,101,S182949,SouveniersAndThingsCo,61294958555,MonitorMoneyBuilding815PacificHwy,Chatswood,NSW,2067,Australia,APAC,Adrian,Huxley,Medium
10139,41,100,8,7956.46,2003-07-16,Shipped,7,3,2003,VintageCars,168,S182795,SouveniersAndThingsCo,61294958555,MonitorMoneyBuilding815PacificHwy,Chatswood,NSW,2067,Australia,APAC,Adrian,Huxley,Large
10291,37,100,11,7136.19,2004-09-08,Shipped,9,3,2004,ClassicCars,214,S101949,ScandinavianGiftIdeas,0695346555,kergatan24,Boras,"",S-84467,Sweden,EMEA,Maria,Larsson,Large
10225,21,100,6,2684.43,2004-02-22,Shipped,2,1,2004,ClassicCars,115,S124675,VidaSportLtd,0897034555,Grenzacherweg237,Gensve,"",1203,Switzerland,EMEA,Michael,Holz,Small
10337,36,71.89,7,2588.04,2004-11-21,Shipped,11,4,2004,Ships,99,S7003962,ClassicLegendsInc,2125558493,5905PomptonSt,NYC,NY,10022,USA,NA,Maria,Hernandez,Small
10148,34,100,1,3598.22,2003-09-11,Shipped,9,3,2003,VintageCars,92,S184409,AnnasDecorationsLtd,0299368555,201MillerStreet,NorthSydney,NSW,2060,Australia,APAC,Anna,"O'Hara",Medium
10143,32,100,7,5248,2003-08-10,Shipped,8,3,2003,Planes,157,S181662,MiniCreationsLtd,5085559555,4575HillsideDr,NewBedford,MA,50553,USA,NA,WingC,Tam,Medium
10280,22,100,10,4455,2004-08-17,Shipped,8,3,2004,VintageCars,168,S182795,AmicaModelsCo,0114988555,ViaMonteBianco34,Torino,"",10100,Italy,EMEA,Paolo,Accorti,Medium
10375,49,100,8,5406.66,2005-02-03,Shipped,2,1,2005,Motorcycles,81,S504713,LaRochelleGifts,40678555,67ruedesCinquanteOtages,Nantes,"",44000,France,EMEA,Janine,Labrune,Medium
10168,48,78.25,10,3756,2003-10-28,Shipped,10,4,2003,Planes,72,S244278,TechnicsStoresInc,6505556809,9408FurthCircle,Burlingame,CA,94217,USA,NA,Juri,Hirano,Medium
10246,40,100,4,6549.2,2004-05-05,Shipped,5,2,2004,ClassicCars,163,S182238,EuroShoppingChannel,915559444,CMoralzarzal86,Madrid,"",28034,Spain,EMEA,Diego,Freyre,Medium
